سريال تعرفه,كد ملي دارو,قيمت,از تاريخ تاثير قيمت,نام ژنريك,نام تجاري,شكل دارو,بيمارستاني يا تخصص,بيمارستاني,تاريخ تغيير قيمت,نيازمند کميسيون,گروه خدمت,ستاره دار,مجوز تجويز عمومي,مجوز تجويز ماما,بيمه اي,داروخانه مجاز به تاييد,استعلام اصالت,ويژگي,جنسيت مجاز,تعداد در نسخه
1232671,07601 ,210200,1401/04/23,SODIUM BICARBONATE 8.4% 50ML,,vial,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,20
1212539,06551 ,54500,1401/04/23,CO ENZYME Q10 100MG,,capsule,نمي باشد,نمي باشد,1401/04/30,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,100
1663078,06735 ,47000,1402/09/04,DUTASTERIDE 0.5MG,,capsule,نمي باشد,نمي باشد,1402/09/07,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1632722,06743 ,8470,1402/06/06,QUETIAPINE 25MG,,tablet,نمي باشد,نمي باشد,1402/06/06,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1698077,06757 ,7695600,1403/02/30,CASPOFUNGIN 50MG 10ML,,vial,نمي باشد,مي باشد,1403/02/31,مي باشد,عادي (پايه90% - بيماران خاص 5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1234847,06974 ,14400,1401/04/23,TADALAFIL 10MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,100
1699825,07040 ,5523700,1403/02/30,OXALIPLATIN 100MG (5 mg/1mL 20ml),,vial,نمي باشد,نمي باشد,1403/02/31,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1222297,07083 ,2700,1401/04/23,AMILORIDE 5MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1202962,08269 ,157877,1401/04/23,MAGNESIUM SULFATE 20% 10ML,,ampoule,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1236619,60240 ,3200,1401/04/23,CLOTRIMAZOL -T*,,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1239808,60740 ,55,1401/04/23,DISTILLE WATER,WATER,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1214881,60810 ,3600,1401/04/23,TRICHLORO ACETIC ACID,,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1218892,61010 ,144000,1401/04/23,LIQUID WAGE COMPOSITION LWC,,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(مكمل 85%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1224959,61060 ,252000,1401/04/23,SEMI SOLID WAGE COMPOSITION SSWC 3MATE,,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(مكمل 85%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1696355,66661 ,120000,1402/07/01,SET SERUM,,set,نمي باشد,نمي باشد,1403/02/22,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,30
1216245,60210 ,1500,1401/04/23,CALAMIN -T*,,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1235474,60320 ,666,1401/04/23,HYDROQUINONE 2 % -T*,,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1233983,01987 ,142500,1401/04/23,FENTANYLE 25MCG/H PATCH,,plaster,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه (مكمل 100%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,100
1701437,00968 ,161100,1403/02/30,PENICILLIN 6-3-3,,vial,نمي باشد,نمي باشد,1403/02/31,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,10
1204527,01891 ,26976,1401/04/23,RIBAVIRIN 200MG,,capsule,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه (پايه 100%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,360
1692596,00996 ,11600,1403/01/18,PHENYTOIN COMPOUND,,tablet,نمي باشد,نمي باشد,1403/01/18,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,400
1239646,60930 ,15600,1401/04/23,PLASTIC CONTAINER 30 GR,,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1652494,00377 ,2164000,1402/08/20,DACARBAZINE 200MG 200MG,,vial,نمي باشد,نمي باشد,1402/08/20,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,20
1638749,01137 ,2618000,1402/07/22,SODIUM TETRADECYL SULFATE 3% 2ML,,ampoule,نمي باشد,نمي باشد,1402/07/22,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1630206,01876 ,1089600,1402/06/06,IMIPENEM+CILASTATIN(500+500)MG,,vial,نمي باشد,مي باشد,1402/06/06,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,30
1688740,00262 ,200000,1403/01/18,CHLORAMBUCIL 2MG 2MG,,tablet,نمي باشد,نمي باشد,1403/01/18,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1235024,00270 ,278000,1401/04/23,CHLORHEXIDINE GLUCONATE 0.2% 250ML,,mouth wash,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1652498,00888 ,252200,1402/08/20,NAPHAZOLINE ANTAZOLINE 10ML OPH,,drop ophtalmic,نمي باشد,نمي باشد,1402/08/20,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1215815,01163 ,900,1401/04/23,SOTALOL HCL 40MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1690832,04025 ,4630000,1403/01/18,MEGLUMINE GADOTERATE 377MG/ML 15ML,,vial,نمي باشد,نمي باشد,1403/01/18,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,3
1493306,00468 ,110700,1402/05/01,DOPAMINE HCL 200MG/5ML,,ampoule,نمي باشد,مي باشد,1402/05/03,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,30
1210792,01949 ,25650,1401/04/23,PROPRANOLOL HCL 1MG/ML,,ampoule,نمي باشد,مي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,20
1429920,00042 ,24253000,1401/11/25,PROSTAGLANDIN E1 0.5MG/ML (ALPROSTADIL),,vial,نمي باشد,نمي باشد,1401/11/25,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1653650,00064 ,182200,1402/08/20,AMIODARONE HCL 150MG/3ML,,ampoule,نمي باشد,مي باشد,1402/08/20,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1666528,00514 ,95500,1402/09/20,ETHOSUXIMIDE 250MG,,capsule,نمي باشد,نمي باشد,1402/09/22,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,300
1689436,01354 ,91100,1403/01/18,PETHIDINE HCL 50MG/ML 1ML,,ampoule,نمي باشد,نمي باشد,1403/01/18,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,30
1376384,00085 ,9227,1401/04/23,AMPICILLIN 500MG,,capsule,نمي باشد,نمي باشد,1401/10/27,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,60
1231768,00086 ,53500,1401/04/23,AMPICILLIN 250MG/5ML 100ML POW SUSP,,powder for suspention,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1493582,01131 ,5500,1402/05/01,DIMETHICONE 40MG,,tablet,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1689796,00245 ,35630,1403/01/18,CEPHALEXIN 500MG,,capsule,نمي باشد,نمي باشد,1403/01/18,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,80
1711460,01991 ,6230,1403/04/16,LAMOTRIGINE 25MG,,tablet,نمي باشد,نمي باشد,1403/04/16,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1206065,01836 ,280166,1401/04/23,ADENOSINE 3MG/ML (2ML),,injection,نمي باشد,مي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1651882,00068 ,4640,1402/08/20,AMITRIPTYLINE 25MG,,tablet,نمي باشد,نمي باشد,1402/08/20,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1662846,00115 ,5800,1402/09/04,ATENOLOL 50MG,,tablet,نمي باشد,نمي باشد,1402/09/07,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,400
1493590,01888 ,5070,1402/05/01,BUSPIRONE 5MG,,tablet,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1711328,00538 ,25650,1403/04/16,FLUCONAZOLE 150MG,,capsule,نمي باشد,نمي باشد,1403/04/16,مي باشد,عادي(پايه70%-بيماران خاص20%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1232360,00505 ,65600,1401/04/23,ESTRAMUSTINE SODIUM PHOSPHATE 140MG,,capsule,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه(پايه80%-مكمل5%-بيماران خاص15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1220803,02146 ,528500,1401/04/23,IOPROMIDE 370MG/ML 50ML,,vial,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,6
1700237,00859 ,9911000,1403/02/30,MITOXANTRONE HCL 2MG/ML 10ML,,vial,نمي باشد,نمي باشد,1403/02/31,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1358883,04578 ,3770,1401/09/06,TOLTERODINE 1MG,,tablet,نمي باشد,نمي باشد,1401/09/06,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1436016,00520 ,406000,1401/12/22,ETOPOSIDE 50MG,,capsule,نمي باشد,نمي باشد,1401/12/21,مي باشد,ويژه(پايه90%-بيماران خاص10%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,60
1374347,00289 ,22920000,1401/10/20,CICLOSPORIN I00MG/ML 50ML SOL,,solution oral,نمي باشد,نمي باشد,1401/10/20,مي باشد,ويژه(پايه90%-بيماران خاص10%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,12
1235951,01589 ,248000,1401/04/23,METHYLENE BLUE 100MG/10ML,,ampoule,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1634649,01537 ,9771500,1402/07/18,"IDARUBICIN HYDROCHLORIDE LYOPHILIZED, 5MG",,vial,نمي باشد,نمي باشد,1402/07/18,مي باشد,ويژه (پايه 90% - مكمل 10%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1654782,01204 ,121900,1402/08/20,TETRACAINE HCL 0.5 % 5ML OPH,,drop ophtalmic,نمي باشد,مي باشد,1402/08/20,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1217503,01746 ,14000,1401/04/23,VITAMIN B12 100MCG/1ML,,ampoule,نمي باشد,نمي باشد,1401/04/30,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,30
1201257,01009 ,33739,1401/04/23,PIMOZIDE 4MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1663815,00163 ,210200,1402/09/11,BETAXOLOL 0.5% 10ML OPH,,ointment ophtalmic,نمي باشد,نمي باشد,1402/09/11,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1638761,00934 ,3500,1402/07/22,OXAZEPAM 10MG,,tablet,نمي باشد,نمي باشد,1402/07/22,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1711344,01058 ,85750,1403/04/16,PROGESTERONE 50MG/ML,,ampoule,نمي باشد,نمي باشد,1403/04/16,مي باشد,عادي (پايه 90%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,50
1687680,01244 ,112100,1403/01/18,TRETINOIN 0.025%,,gel topical,نمي باشد,نمي باشد,1403/01/18,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1493342,00277 ,77000,1402/05/01,CHLORPROMAZINE HCL 50MG/2ML,,ampoule,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,15
1210693,01742 ,310688,1401/04/23,TROPICAMIDE 1% 10ML OPH,,drop ophtalmic,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1663819,00167 ,4350,1402/09/11,BISACODYL 5MG,,tablet,نمي باشد,نمي باشد,1402/09/11,مي باشد,عادي(مكمل 85%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1493610,00512 ,2610,1402/05/01,ETHINYLESTRADIOL 0.5MG,,tablet,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1201289,01520 ,13927,1401/04/23,GEMFIBROZIL 450MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-بيماران خاص20%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1346543,00658 ,6520,1401/08/18,IBUPROFEN 200MG,,tablet,نمي باشد,نمي باشد,1401/08/18,مي باشد,عادي(مكمل 85%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1635461,00980 ,5250,1402/07/22,PHENOBARBITAL 15MG,,tablet,نمي باشد,نمي باشد,1402/07/22,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1464402,01248 ,112100,1402/03/07,TRIAMCINOLONE ACETONIDE 0.1%,,cream,نمي باشد,نمي باشد,1402/03/08,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1458127,01251 ,182200,1402/03/01,TRIAMCINOLONE N N,,ointment,نمي باشد,نمي باشد,1402/03/01,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1239015,01287 ,900,1401/04/23,"VITAMIN A 25,000 U",,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1718225,00024 ,112100,1403/05/10,%ACICLOVIR5,,cream topical,نمي باشد,نمي باشد,1403/05/14,مي باشد,عادي(مكمل 85%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1630226,01862 ,116300,1402/06/06,CLINDAMYCINE PHOSPHATE 1%,,gel topical,نمي باشد,نمي باشد,1402/06/06,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1654194,00833 ,33500,1402/08/20,METHYLERGONOVINE MALEATE 0.125MG,,tablet,نمي باشد,نمي باشد,1402/08/20,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1382170,01026 ,16700,1401/11/05,PABA-K (POTASSIUM P AMINOBENZOIC ACID) 500MG,,tablet,نمي باشد,نمي باشد,1401/11/05,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,480
1201264,01221 ,27025,1401/04/23,THIORIDAZINE HCL 100MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,250
1204178,02094 ,5171,1401/04/23,PIROXICAM 20MG,,suppository,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(مكمل 85%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,50
